TEAM,STATUS,PLAYER,POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
lv,dead cap,Javin White,LB,"$445,197 ","$6,667 ",-,-,-,-,-,-,"$451,864 ",0.24
lv,dead cap,Dillon Stoner,WR,"$430,396 ","$6,666 ",-,-,-,-,-,-,"$437,062 ",0.23
lv,dead cap,P.J. Hall,DT,-,"$375,324 ",-,-,-,-,-,-,"$375,324 ",0.2
lv,dead cap,Matt Bushman,TE,"$317,932 ","$3,333 ",-,-,-,-,-,-,"$321,265 ",0.17
lv,dead cap,Marquel Lee,ILB,"$288,444 ",-,-,-,-,-,-,-,"$288,444 ",0.15
lv,dead cap,Will Compton,ILB,"$298,610 ",-,-,-,-,-,-,-,"$286,110 ",0.15
lv,dead cap,Derek Carrier,TE,"$137,500 ","$137,500 ",-,-,-,-,-,-,"$275,000 ",0.14
lv,dead cap,Lester Cotton,G,"$270,466 ",-,-,-,-,-,-,-,"$270,466 ",0.14
lv,dead cap,Trey Ragas,RB,"$238,667 ",-,-,-,-,-,-,-,"$238,667 ",0.13
lv,dead cap,HaHa Clinton-Dix,FS,"$222,000 ",-,-,-,-,-,-,-,"$222,000 ",0.12
lv,dead cap,Patrick Onwuasor,ILB,"$222,000 ",-,-,-,-,-,-,-,"$222,000 ",0.12
lv,dead cap,Javon Wims,WR,"$210,000 ",-,-,-,-,-,-,-,"$210,000 ",0.11
lv,dead cap,Tanner Muse,OLB,-,"$208,074 ",-,-,-,-,-,-,"$208,074 ",0.11
lv,dead cap,Arden Key,DE,-,"$206,594 ",-,-,-,-,-,-,"$206,594 ",0.11
lv,dead cap,Tyron Johnson,WR,"$200,932 ",-,-,-,-,-,-,-,"$200,932 ",0.11
lv,dead cap,Jordan Brown,S,"$190,533 ",-,-,-,-,-,-,-,"$190,533 ",0.1
lv,dead cap,Hroniss Grasu,C,"$181,000 ",-,-,-,-,-,-,-,"$181,000 ",0.1
lv,dead cap,Isaiah Johnson,CB,-,"$165,573 ",-,-,-,-,-,-,"$165,573 ",0.09
lv,dead cap,Sam Young,LT,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
lv,dead cap,Kendal Vickers,DE,"$116,933 ",-,-,-,-,-,-,-,"$116,933 ",0.06
lv,dead cap,Kavon Frazier,S,"$97,000 ",-,-,-,-,-,-,-,"$97,000 ",0.05
lv,dead cap,D.J. Fluker,G,"$84,000 ",-,-,-,-,-,-,-,"$84,000 ",0.04
lv,dead cap,Jimmy Morrissey,C,"$55,200 ","$28,615 ",-,-,-,-,-,-,"$83,815 ",0.04
lv,dead cap,Devery Hamilton,T,"$72,600 ","$10,000 ",-,-,-,-,-,-,"$82,600 ",0.04
lv,dead cap,Matt Dickerson,DE,-,"$80,000 ",-,-,-,-,-,-,"$80,000 ",0.04
lv,dead cap,Maurice Hurst,DT,-,"$79,763 ",-,-,-,-,-,-,"$79,763 ",0.04
lv,dead cap,Sutton Smith,OLB,"$73,332 ",-,-,-,-,-,-,-,"$73,332 ",0.04
lv,dead cap,Marcell Ateman,WR,"$56,422 ",-,-,-,-,-,-,-,"$56,422 ",0.03
lv,dead cap,Garrett Groshek,RB,"$50,000 ","$5,000 ",-,-,-,-,-,-,"$55,000 ",0.03
lv,dead cap,Justin March,OLB,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
lv,dead cap,Carson Tinker,LS,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
lv,dead cap,David Irving,DT,-,"$50,000 ",-,-,-,-,-,-,"$50,000 ",0.03
lv,dead cap,Theo Riddick,RB,-,"$50,000 ",-,-,-,-,-,-,"$50,000 ",0.03
lv,dead cap,Robert Jackson,CB,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.02
lv,dead cap,David Moore,WR,"$42,000 ",-,-,-,-,-,-,-,"$42,000 ",0.02
lv,dead cap,Nick Bowers,TE,-,"$33,334 ",-,-,-,-,-,-,"$33,334 ",0.02
lv,dead cap,Tony Brown,CB,"$28,000 ",-,-,-,-,-,-,-,"$28,000 ",0.01
lv,dead cap,Jeff Badet,WR,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
lv,dead cap,Dan Skipper,T,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
lv,dead cap,Kyle Sloter,QB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
lv,dead cap,William Stanback,RB,-,"$25,000 ",-,-,-,-,-,-,"$25,000 ",0.01
lv,dead cap,Madre Harper,CB,"$9,200 ","$11,667 ",-,-,-,-,-,-,"$20,867 ",0.01
lv,dead cap,Asmar Bilal,LB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lv,dead cap,Mike Panasiuk,DT,-,"$11,667 ",-,-,-,-,-,-,"$11,667 ",0.01
lv,dead cap,B.J. Emmons,RB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lv,dead cap,NIco Falah,C,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lv,dead cap,Brett Heggie,C,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lv,dead cap,Gary Jennings,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lv,dead cap,Niles Scott,DT,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lv,dead cap,Dominik Eberle,K,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
lv,dead cap,Kamaal Seymour,G,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
lv,dead cap,Liam McCullough,LS,-,"$4,334 ",-,-,-,-,-,-,"$4,334 ",0
lv,dead cap,George Mariner,WR,-,$667 ,-,-,-,-,-,-,$667 ,0
lv,dead cap,Dead:,,"$13,372,738 ","$23,279,326 ",-,-,"$25,000 ",-,-,-,"$36,524,563 ",19.2
lac,active,Joey Bosa,OLB,"$13,750,000 ","$7,000,000 ",-,-,-,-,-,"($63,000,000)","$20,750,000 ",10.82
lac,active,Keenan Allen,WR,"$13,000,000 ","$2,700,000 ",-,-,-,-,-,"($40,300,000)","$15,700,000 ",8.19
lac,active,Linval Joseph,DT,"$5,500,000 ","$4,000,000 ","$2,000,000 ",-,-,-,"$400,000 ","($9,500,000)","$11,900,000 ",6.21
lac,active,Chris Harris,CB,"$5,500,000 ","$3,750,000 ","$2,000,000 ",-,-,-,-,"($11,250,000)","$11,250,000 ",5.87
lac,active,Corey Linsley,C,"$4,000,000 ","$2,600,000 ",-,-,-,-,-,"($17,000,000)","$6,600,000 ",3.44
lac,active,Michael Davis,CB,"$4,000,000 ","$2,000,000 ","$400,000 ",-,-,-,-,"($10,000,000)","$6,400,000 ",3.34
lac,active,Justin Herbert,QB,"$1,818,125 ","$4,222,501 ",-,-,-,-,-,"($21,746,254)","$6,040,626 ",3.15
lac,active,Austin Ekeler,RB,"$4,250,000 ","$1,500,000 ",-,-,-,-,-,"($8,750,000)","$5,750,000 ",3
lac,active,Matt Feiler,RT,"$3,000,000 ","$2,000,000 ",-,-,-,-,-,"($13,000,000)","$5,000,000 ",2.61
lac,active,Jared Cook,TE,"$3,500,000 ","$1,000,000 ",-,-,-,-,-,"($4,500,000)","$4,500,000 ",2.35
lac,active,Derwin James,S,"$2,169,403 ","$1,772,539 ",-,-,-,-,-,"($3,941,942)","$3,941,942 ",2.06
lac,active,Jerry Tillery,DT,"$1,533,378 ","$1,581,756 ",-,-,-,-,-,"($5,824,890)","$3,115,134 ",1.62
lac,active,Rashawn Slater,LT,"$660,000 ","$2,363,956 ",-,-,-,-,-,"($16,631,758)","$3,023,956 ",1.58
lac,active,Kenneth Murray,ILB,"$1,199,770 ","$1,749,080 ",-,-,-,-,-,"($10,615,860)","$2,948,850 ",1.54
lac,active,Justin Jones,DT,"$2,183,000 ","$213,535 ",-,-,-,-,-,"($213,535)","$2,396,535 ",1.25
lac,active,Kyzir White,ILB,"$2,183,000 ","$163,611 ",-,-,-,-,-,"($163,611)","$2,346,611 ",1.22
lac,active,Chase Daniel,QB,"$1,800,000 ","$200,000 ",-,-,-,-,-,"($1,120,000)","$2,000,000 ",1.04
lac,active,Uchenna Nwosu,OLB,"$1,265,397 ","$567,198 ",-,-,-,-,-,"($567,198)","$1,832,595 ",0.96
lac,active,Kyler Fackrell,OLB,"$1,000,000 ","$500,000 ",-,-,-,-,-,"($1,500,000)","$1,500,000 ",0.78
lac,active,Asante Samuel Jr.,CB,"$660,000 ","$653,263 ",-,-,-,-,-,"($3,601,368)","$1,313,263 ",0.68
lac,active,Nasir Adderley,S,"$925,192 ","$365,384 ",-,-,-,-,-,"($730,768)","$1,290,576 ",0.67
lac,active,Trey Pipkins,LT,"$850,000 ","$219,269 ",-,-,-,-,-,"($438,538)","$1,069,269 ",0.56
lac,active,Scott Quessenberry,C,"$920,000 ","$71,063 ",-,-,-,-,-,"($71,063)","$991,063 ",0.52
lac,active,Josh Kelley,RB,"$780,000 ","$195,085 ",-,-,-,-,-,"($585,255)","$975,085 ",0.51
lac,active,Drue Tranquill,OLB,"$780,000 ","$164,702 ",-,-,-,-,-,"($329,404)","$944,702 ",0.49
lac,active,Stephen Anderson,TE,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.48
lac,active,Justin Jackson,RB,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.48
lac,active,Trey Marshall,S,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.48
lac,active,Easton Stick,QB,"$850,000 ","$69,391 ",-,-,-,-,-,-,"$919,391 ",0.48
lac,active,Josh Palmer,WR,"$660,000 ","$255,174 ",-,-,-,-,-,"($1,020,696)","$915,174 ",0.48
lac,active,Tre McKitty,TE,"$660,000 ","$210,155 ",-,-,-,-,-,"($840,620)","$870,155 ",0.45
lac,active,Christian Covington,DT,"$990,000 ",-,-,-,-,-,-,"($990,000)","$850,000 ",0.44
lac,active,Matt Overton,LS,"$990,000 ",-,-,-,-,-,-,"($990,000)","$850,000 ",0.44
lac,active,Tevaughn Campbell,CB,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.44
lac,active,Jalen Guyton,WR,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.44
lac,active,Ty Long,P,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.44
lac,active,Chris Rumph II,DE,"$660,000 ","$188,386 ",-,-,-,-,-,"($753,544)","$848,386 ",0.44
lac,active,Alohi Gilman,S,"$780,000 ","$47,051 ",-,-,-,-,-,"($141,153)","$827,051 ",0.43
lac,active,Michael Schofield,G,"$1,015,274 ",-,-,-,-,-,-,-,"$802,774 ",0.42
lac,active,Gabe Nabers,TE,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.41
lac,active,Storm Norton,RT,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.41
lac,active,Brenden Jaimes,OL,"$660,000 ","$79,445 ",-,-,-,-,-,"($317,780)","$739,445 ",0.39
lac,active,Andre Roberts,WR,"$716,667 ",-,-,-,-,-,-,-,"$716,666 ",0.37
lac,active,Nick Niemann,LB,"$660,000 ","$53,501 ",-,-,-,-,-,"($214,004)","$713,501 ",0.37
lac,active,Larry Rountree III,RB,"$660,000 ","$43,940 ",-,-,-,-,-,"($175,760)","$703,940 ",0.37
lac,active,Amen Ogbongbemiga,LB,"$660,000 ","$5,000 ",-,-,-,-,-,"($30,000)","$665,000 ",0.35
lac,active,Kemon Hall,CB,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.34
lac,active,Dustin Hopkins,K,"$656,944 ",-,-,-,-,-,-,-,"$656,944 ",0.34
lac,active,Joe Gaziano,DE,"$649,995 ",-,-,-,-,-,-,-,"$649,995 ",0.34
lac,active,Senio Kelemete,G,"$776,386 ",-,-,-,-,-,-,-,"$613,886 ",0.32
lac,active,Breiden Fehoko,DT,"$346,664 ",-,-,-,-,-,-,-,"$346,664 ",0.18
lac,active,Davontae Harris,CB,"$306,666 ",-,-,-,-,-,-,-,"$306,666 ",0.16
lac,active,Active Roster:,,"$97,455,861 ","$42,504,985 ","$4,400,000 ",-,-,-,"$400,000 ",-,"$144,105,845 ",75.16
lac,,,,,,,,,,,,,
lac,,,,,,,,,,,,,
lac,injured,2021 Injured Reserve Cap,,,,,,,,,,,
lac,injured,Cap breakdowns for players currently on injured reserve.  denotes a player designated to return. All count against the team's salary cap.,,,,,,,,,,,
lac,injured,PLAYER (7),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
lac,injured,Bryan Bulaga,RT,"$7,750,000 ","$3,333,333 ",-,-,-,-,-,"($14,416,667)","$11,083,333 ",5.78
lac,injured,(Back),,,,,,,,,,,
lac,injured,Oday Aboushi,G,"$1,200,000 ","$400,000 ",-,-,-,-,-,"($1,600,000)","$1,600,000 ",0.83
lac,injured,(Knee-acl),,,,,,,,,,,
lac,injured,Ryan Smith,CB,"$1,000,000 ","$500,000 ",-,-,-,-,-,"($1,500,000)","$1,500,000 ",0.78
lac,injured,(Knee),,,,,,,,,,,
lac,injured,Donald Parham,TE,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.41
lac,injured,(Concussion),,,,,,,,,,,
lac,injured,Mark Webb,S,"$660,000 ","$25,022 ",-,-,-,-,-,"($100,088)","$685,022 ",0.36
lac,injured,(Knee),,,,,,,,,,,
lac,injured,Damon Lloyd,LB,"$415,000 ",-,-,-,-,-,-,-,"$415,000 ",0.22
lac,injured,(Undisclosed),,,,,,,,,,,
lac,injured,Joe Reed,WR,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
lac,injured,(Undisclosed),,,,,,,,,,,
lac,injured,Injured Reserve:,,"$11,970,600 ","$4,258,355 ",-,-,-,-,-,-,"$16,228,955 ",8.46
lac,,,,,,,,,,,,,
lac,,,,,,,,,,,,,
lac,practice,2021 Practice Squad,,,,,,,,,,,
lac,practice,Cap breakdowns for players currently on a team's practice squad. All count against the team's salary cap.,,,,,,,,,,,
lac,practice,PLAYER (16),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
lac,practice,Ryan Hunter,G,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
lac,practice,Foster Sarell,T,"$119,600 ",-,-,-,-,-,-,-,"$119,600 ",0.06
lac,practice,Caraun Reid,DT,"$112,000 ",-,-,-,-,-,-,-,"$112,000 ",0.06
lac,practice,K.J. Hill,WR,"$110,400 ",-,-,-,-,-,-,-,"$110,400 ",0.06
lac,practice,Tristan Vizcaino,K,"$101,200 ",-,-,-,-,-,-,-,"$101,200 ",0.05
lac,practice,Kiondre Thomas,CB,"$55,200 ",-,-,-,-,-,-,-,"$55,200 ",0.03
lac,practice,Michael Bandy,WR,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Darius Bradwell,RB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Andrew Brown,DE,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Ben DeLuca,S,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Emeke Egbule,LB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Maurice Ffrench,WR,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Forrest Merrill,DT,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Jason Moore,WR,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
lac,practice,Cole Christiansen,LB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lac,practice,Hunter Kampmoyer,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lac,practice,Practice Squad:,,"$829,600 ",-,-,-,-,-,-,-,"$829,600 ",0.43
lac,,,,,,,,,,,,,
lac,,,,,,,,,,,,,
lac,dead cap,2021 Dead Cap,,,,,,,,,,,
lac,dead cap,Cap breakdowns for players who have been traded or released. All count against the team's salary cap.,,,,,,,,,,,
lac,dead cap,PLAYER (45),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
lac,dead cap,Casey Hayward,CB,-,"$2,000,000 ",-,-,-,-,-,-,"$2,000,000 ",1.04
lac,dead cap,Emeke Egbule,LB,"$455,554 ","$39,091 ",-,-,-,-,-,-,"$494,645 ",0.26
lac,dead cap,Forrest Merrill,DT,"$311,996 ","$3,000 ",-,-,-,-,-,-,"$314,996 ",0.16
lac,dead cap,K.J. Hill,WR,"$260,000 ","$26,207 ",-,-,-,-,-,-,"$286,207 ",0.15
lac,dead cap,Tristan Vizcaino,K,"$256,669 ",-,-,-,-,-,-,-,"$256,669 ",0.13
lac,dead cap,Cole Christiansen,LB,"$252,132 ","$1,667 ",-,-,-,-,-,-,"$253,799 ",0.13
lac,dead cap,Ben DeLuca,S,"$229,598 ","$1,000 ",-,-,-,-,-,-,"$230,598 ",0.12
lac,dead cap,Jason Moore,WR,"$223,244 ",-,-,-,-,-,-,-,"$223,244 ",0.12
lac,dead cap,Maurice Ffrench,WR,"$220,398 ",-,-,-,-,-,-,-,"$220,398 ",0.11
lac,dead cap,Kiondre Thomas,CB,"$220,264 ",-,-,-,-,-,-,-,"$220,264 ",0.11
lac,dead cap,Darius Bradwell,RB,"$202,132 ","$3,334 ",-,-,-,-,-,-,"$205,466 ",0.11
lac,dead cap,Hunter Kampmoyer,TE,"$183,866 ","$2,666 ",-,-,-,-,-,-,"$186,532 ",0.1
lac,dead cap,Andrew Brown,DE,"$186,444 ",-,-,-,-,-,-,-,"$186,444 ",0.1
lac,dead cap,Michael Bandy,WR,"$174,666 ",-,-,-,-,-,-,-,"$174,666 ",0.09
lac,dead cap,Breiden Fehoko,DT,"$171,933 ","$1,667 ",-,-,-,-,-,-,"$173,600 ",0.09
lac,dead cap,Eric Banks,DE,"$129,999 ",-,-,-,-,-,-,-,"$129,999 ",0.07
lac,dead cap,Joe Gaziano,DE,"$82,534 ","$10,000 ",-,-,-,-,-,-,"$92,533 ",0.05
lac,dead cap,Joe Reed,WR,-,"$85,077 ",-,-,-,-,-,-,"$85,077 ",0.04
lac,dead cap,Brandon Facyson,CB,"$56,000 ",-,-,-,"$25,000 ",-,-,-,"$81,000 ",0.04
lac,dead cap,Nate Gilliam,G,"$64,400 ","$1,667 ",-,-,-,-,-,-,"$66,067 ",0.03
lac,dead cap,Austin Proehl,WR,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
lac,dead cap,Josh Watson,LB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
lac,dead cap,Cortez Broughton,DT,-,"$19,505 ",-,-,-,-,-,-,"$19,505 ",0.01
lac,dead cap,Beau Brinkley,LS,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
lac,dead cap,Paddy Fisher,LB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
lac,dead cap,T.J. Smith,DT,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
lac,dead cap,Jared Goldwire,DT,-,"$6,666 ",-,-,-,-,-,-,"$6,666 ",0
lac,dead cap,Dalton Schoen,WR,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
lac,dead cap,Gabe Nabers,TE,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
lac,dead cap,Kevin McGill,CB,-,"$3,667 ",-,-,-,-,-,-,"$3,667 ",0
lac,dead cap,Asmar Bilal,LB,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
lac,dead cap,Jessie Lemonier,DE,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
lac,dead cap,Alex Kessman,K,-,"$3,333 ",-,-,-,-,-,-,"$3,333 ",0
lac,dead cap,Koda Martin,G,-,"$3,000 ",-,-,-,-,-,-,"$3,000 ",0
lac,dead cap,Darius Harper,T,-,"$2,500 ",-,-,-,-,-,-,"$2,500 ",0
lac,dead cap,Kyle Spalding,T,-,"$2,500 ",-,-,-,-,-,-,"$2,500 ",0
lac,dead cap,Joshua Dunlap,G,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
lac,dead cap,Romeo Finley,LB,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
lac,dead cap,Ryan Roberts,T,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
lac,dead cap,Ryan Langan,LS,-,"$1,666 ",-,-,-,-,-,-,"$1,666 ",0
lac,dead cap,Jeff Cotton,WR,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
lac,dead cap,Jared Rice,TE,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
lac,dead cap,Roderic Teamer,S,-,$667 ,-,-,-,-,-,-,$667 ,0
lac,dead cap,Donte Vaughn,CB,-,$667 ,-,-,-,-,-,-,$667 ,0
lac,dead cap,John Brannon,CB,-,$334 ,-,-,-,-,-,-,$334 ,0
lac,dead cap,Dead:,,"$3,797,029 ","$2,251,219 ",-,-,"$25,000 ",-,-,-,"$6,073,247 ",3.17
lar,active,Matthew Stafford,QB,"$9,500,000 ",-,"$10,000,000 ",-,"$500,000 ",-,-,"($19,500,000)","$20,000,000 ",10.69
lar,active,Aaron Donald,DT,"$1,892,000 ","$8,000,000 ",-,-,-,"$4,500,000 ",-,"($35,892,000)","$14,392,000 ",7.69
lar,active,Jalen Ramsey,CB,"$1,500,000 ","$5,000,000 ",-,-,-,"$3,200,000 ",-,"($45,000,000)","$9,700,000 ",5.18
lar,active,Tyler Higbee,TE,"$1,025,000 ","$600,000 ","$3,000,000 ",-,-,"$825,000 ","$375,000 ","($8,300,000)","$5,825,000 ",3.11
lar,active,Andrew Whitworth,LT,"$4,000,000 ","$1,666,666 ",-,-,-,-,-,"($7,333,334)","$5,666,666 ",3.03
lar,active,Leonard Floyd,OLB,"$2,000,000 ","$3,500,000 ",-,-,-,-,-,"($32,500,000)","$5,500,000 ",2.94
lar,active,Cooper Kupp,WR,"$1,500,000 ","$1,500,000 ",-,-,-,"$2,300,000 ",-,"($17,500,000)","$5,300,000 ",2.83
lar,active,Rob Havenstein,RT,"$2,910,000 ","$800,000 ",-,-,-,"$1,548,000 ",-,"($9,910,000)","$5,258,000 ",2.81
lar,active,A'Shawn Robinson,DT,"$2,500,000 ","$1,500,000 ","$1,250,000 ",-,-,-,-,"($6,500,000)","$5,250,000 ",2.81
lar,active,Darious Williams,CB,"$4,766,000 ",-,-,-,-,-,-,-,"$4,766,000 ",2.55
lar,active,Johnny Hekker,P,"$2,500,000 ","$495,000 ",-,-,-,"$692,000 ",-,"($4,829,000)","$3,687,000 ",1.97
lar,active,Sebastian Joseph,DT,"$2,183,000 ","$38,810 ",-,-,-,-,-,"($38,810)","$2,221,810 ",1.19
lar,active,Sony Michel,RB,"$1,792,731 ",-,-,-,-,-,-,"($1,035,746)","$1,792,731 ",0.96
lar,active,Austin Corbett,G,"$1,505,235 ",-,-,-,-,-,-,-,"$1,505,235 ",0.8
lar,active,Cam Akers,RB,"$890,592 ","$512,370 ",-,-,-,-,-,"($2,427,702)","$1,402,962 ",0.75
lar,active,Van Jefferson,WR,"$865,052 ","$410,206 ",-,-,-,-,-,"($2,095,670)","$1,275,258 ",0.68
lar,active,Taylor Rapp,SS,"$919,882 ","$354,762 ",-,-,-,-,-,"($709,524)","$1,274,644 ",0.68
lar,active,Joseph Noteboom,LT,"$920,000 ","$204,723 ",-,-,-,-,-,"($204,723)","$1,124,723 ",0.6
lar,active,David Long,CB,"$850,000 ","$243,265 ",-,-,-,-,-,"($486,530)","$1,093,265 ",0.58
lar,active,Brian Allen,C,"$920,000 ","$171,734 ",-,-,-,-,-,"($171,734)","$1,091,734 ",0.58
lar,active,Bobby Evans,G,"$850,000 ","$205,545 ",-,-,-,-,-,"($411,090)","$1,055,545 ",0.56
lar,active,Terrell Lewis,OLB,"$820,845 ","$233,381 ",-,-,-,-,-,"($700,143)","$1,054,226 ",0.56
lar,active,Terrell Burgess,SS,"$814,518 ","$208,074 ",-,-,-,-,-,"($624,222)","$1,022,592 ",0.55
lar,active,Greg Gaines,DT,"$850,000 ","$156,653 ",-,-,-,-,-,"($313,306)","$1,006,653 ",0.54
lar,active,Ogbonnia Okoronkwo,OLB,"$920,000 ","$68,634 ",-,-,-,-,-,"($68,634)","$988,634 ",0.53
lar,active,Brycen Hopkins,TE,"$780,000 ","$163,283 ",-,-,-,-,-,"($489,849)","$943,283 ",0.5
lar,active,David Edwards,G,"$850,000 ","$66,130 ",-,-,-,-,-,"($132,260)","$916,130 ",0.49
lar,active,Nick Scott,FS,"$850,000 ","$19,332 ",-,-,-,-,-,"($38,664)","$869,332 ",0.46
lar,active,John Wolford,QB,"$780,000 ","$75,000 ",-,-,-,-,-,"($75,000)","$855,000 ",0.46
lar,active,Troy Reeder,ILB,"$850,000 ","$4,000 ",-,-,-,-,-,"($4,000)","$854,000 ",0.46
lar,active,Matt Gay,K,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.45
lar,active,Matthew Orzech,LS,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.45
lar,active,Coleman Shelton,C,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.45
lar,active,"Odell Beckham, Jr.",WR,"$750,000 ","$100,000 ",-,-,-,-,-,"($1,250,000)","$850,000 ",0.45
lar,active,Bobby Brown,DT,"$660,000 ","$189,133 ",-,-,-,-,-,"($756,532)","$849,133 ",0.45
lar,active,Jordan Fuller,FS,"$780,000 ","$42,678 ",-,-,-,-,-,"($128,034)","$822,678 ",0.44
lar,active,Travin Howard,OLB,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.42
lar,active,Von Miller,OLB,"$722,223 ",-,-,-,-,-,-,-,"$722,223 ",0.39
lar,active,Tremayne Anchrum,G,"$685,556 ","$18,873 ",-,-,-,-,-,"($56,619)","$704,428 ",0.38
lar,active,Ben Skowronek,WR,"$660,000 ","$21,131 ",-,-,-,-,-,"($84,524)","$681,131 ",0.36
lar,active,Chris Garrett,DE,"$660,000 ","$20,530 ",-,-,-,-,-,"($82,120)","$680,530 ",0.36
lar,active,Alaric Jackson,RT,"$660,000 ","$6,666 ",-,-,-,-,-,"($20,000)","$666,666 ",0.36
lar,active,Mike Hoecht,DT,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.35
lar,active,Bryce Perkins,QB,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.35
lar,active,Donte Deayon,CB,"$613,332 ",-,-,-,-,-,-,-,"$613,332 ",0.33
lar,active,Buddy Howell,RB,"$613,332 ",-,-,-,-,-,-,-,"$613,332 ",0.33
lar,active,Jake Funk,RB,"$537,494 ","$27,057 ",-,-,-,-,-,"($108,228)","$564,551 ",0.3
lar,active,Kendall Blanton,TE,"$476,663 ",-,-,-,-,-,-,-,"$476,663 ",0.25
lar,active,Jamil Demby,G,"$465,000 ",-,-,-,-,-,-,-,"$465,000 ",0.25
lar,active,Christian Rozeboom,LB,"$366,660 ",-,-,-,-,-,-,-,"$366,660 ",0.2
lar,active,Marquise Copeland,DT,"$256,662 ",-,-,-,-,-,-,-,"$256,662 ",0.14
lar,active,Brandon Powell,WR,"$51,111 ",-,-,-,-,-,-,-,"$51,111 ",0.03
lar,active,Grant Haley,CB,"$47,222 ",-,-,-,-,-,-,-,"$47,222 ",0.03
