TEAM,STATUS,PLAYER,POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
arz,injured,Jeremiah Ledbetter,DT,"$92,000 ",-,-,-,-,-,-,-,"$92,000 ",0.05
arz,injured,Alex Ellis,TE,"$82,800 ",-,-,-,-,-,-,-,"$82,800 ",0.04
arz,injured,Koda Martin,G,"$82,800 ",-,-,-,-,-,-,-,"$82,800 ",0.04
arz,injured,Nate Hall,LB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
arz,injured,Nate Brooks,CB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
arz,injured,Tavien Feaster,RB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
arz,injured,Bashaud Breeland,CB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
arz,injured,Josh Mauro,DT,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
arz,injured,Jace Whittaker,CB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,De'Vondre Campbell,OLB,-,"$4,000,000 ",-,-,-,-,-,-,"$4,000,000 ",2.08
arz,dead cap,Malcolm Butler,CB,-,"$2,162,500 ",-,-,-,-,-,-,"$2,162,500 ",1.13
arz,dead cap,Robert Alford,CB,-,"$1,500,000 ",-,-,-,-,-,-,"$1,500,000 ",0.78
arz,dead cap,Brian Winters,G,"$1,075,000 ","$137,500 ",-,-,-,-,-,-,"$987,500 ",0.51
arz,dead cap,Joe Walker,ILB,"$674,000 ",-,-,-,-,-,-,-,"$650,666 ",0.34
arz,dead cap,David Wells,TE,"$582,530 ",-,-,-,-,-,-,-,"$582,530 ",0.3
arz,dead cap,Chris Streveler,QB,"$476,663 ",-,-,-,-,-,-,-,"$476,663 ",0.25
arz,dead cap,Hakeem Butler,WR,-,"$402,252 ",-,-,-,-,-,-,"$402,252 ",0.21
arz,dead cap,Kevin Peterson,CB,"$316,444 ",-,-,-,-,-,-,-,"$316,444 ",0.16
arz,dead cap,Josh Mauro,DT,"$298,610 ",-,-,-,-,-,-,-,"$298,610 ",0.16
arz,dead cap,Danny Isidora,G,"$284,666 ",-,-,-,-,-,-,-,"$284,666 ",0.15
arz,dead cap,Tavien Feaster,RB,"$284,530 ",-,-,-,-,-,-,-,"$284,530 ",0.15
arz,dead cap,Tahir Whitehead,LB,"$277,166 ",-,-,-,-,-,-,-,"$277,166 ",0.14
arz,dead cap,Jace Whittaker,CB,"$252,132 ","$5,334 ",-,-,-,-,-,-,"$257,466 ",0.13
arz,dead cap,Beau Brinkley,LS,"$252,888 ",-,-,-,-,-,-,-,"$252,888 ",0.13
arz,dead cap,Ross Travis,TE,"$234,000 ",-,-,-,-,-,-,-,"$234,000 ",0.12
arz,dead cap,Tay Gowan,CB,"$183,333 ","$32,677 ",-,-,-,-,-,-,"$216,010 ",0.11
arz,dead cap,Greg Dortch,WR,"$206,266 ",-,-,-,-,-,-,-,"$206,266 ",0.11
arz,dead cap,Chris Banjo,S,"$136,957 ","$68,750 ",-,-,-,-,-,-,"$205,707 ",0.11
arz,dead cap,Breon Borders,CB,"$204,444 ",-,-,-,-,-,-,-,"$204,444 ",0.11
arz,dead cap,Mason Cole,C,-,"$190,379 ",-,-,-,-,-,-,"$190,379 ",0.1
arz,dead cap,Antonio Hamilton,CB,"$165,000 ",-,-,-,-,-,-,-,"$165,000 ",0.09
arz,dead cap,Luq Barcoo,CB,"$139,199 ",-,-,-,-,-,-,-,"$139,199 ",0.07
arz,dead cap,Ron'Dell Carter,DE,"$138,000 ",-,-,-,-,-,-,-,"$138,000 ",0.07
arz,dead cap,Evan Weaver,LB,-,"$125,424 ",-,-,-,-,-,-,"$125,424 ",0.07
arz,dead cap,Koda Martin,G,"$98,533 ",-,-,-,-,-,-,-,"$98,533 ",0.05
arz,dead cap,Zachary Johnson,T,"$73,600 ",-,-,-,-,-,-,-,"$73,600 ",0.04
arz,dead cap,Kyle Nelson,LS,"$70,800 ",-,-,-,-,-,-,-,"$70,800 ",0.04
arz,dead cap,James Wiggins,S,"$46,000 ","$24,576 ",-,-,-,-,-,-,"$70,576 ",0.04
arz,dead cap,Josh Doctson,WR,"$70,000 ",-,-,-,-,-,-,-,"$70,000 ",0.04
arz,dead cap,Shawn Williams,SS,-,"$68,750 ",-,-,-,-,-,-,"$68,750 ",0.04
arz,dead cap,Jeremiah Ledbetter,DT,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
arz,dead cap,Rasul Douglas,CB,"$56,000 ",-,-,-,-,-,-,-,"$56,000 ",0.03
arz,dead cap,Matt Dickerson,DE,"$56,000 ",-,-,-,-,-,-,-,"$56,000 ",0.03
arz,dead cap,Keesean Johnson,WR,-,-,"$52,328 ",-,-,-,-,-,"$52,328 ",0.03
arz,dead cap,Eric Smith,G,"$47,222 ",-,-,-,-,-,-,-,"$47,222 ",0.02
arz,dead cap,Lamont Gaillard,G,-,"$47,034 ",-,-,-,-,-,-,"$47,034 ",0.02
arz,dead cap,Ryan Winslow,P,"$43,333 ",-,-,-,-,-,-,-,"$43,333 ",0.02
arz,dead cap,Michal Menet,C,"$18,400 ","$22,266 ",-,-,-,-,-,-,"$40,666 ",0.02
arz,dead cap,Michael Dogbe,DE,-,"$37,288 ",-,-,-,-,-,-,"$37,288 ",0.02
arz,dead cap,Bruno Labelle,TE,"$23,056 ","$7,500 ",-,-,-,-,-,-,"$30,556 ",0.02
arz,dead cap,Greg Mabin,CB,"$28,000 ",-,-,-,-,-,-,-,"$28,000 ",0.01
arz,dead cap,Sean Harlow,G,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
arz,dead cap,Quinton Dunbar,CB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
arz,dead cap,Zane Lewis,CB,-,"$13,334 ",-,-,-,-,-,-,"$13,334 ",0.01
arz,dead cap,Cary Angeline,TE,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
arz,dead cap,Deion Calhoun,G,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Nate Hall,LB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Marcus Henry,C,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Lavert Hill,CB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Isaiah Johnson,S,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Matt McCrane,K,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Darrius Shepherd,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Mazzi Wilkins,CB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
arz,dead cap,Lorenzo Burns,CB,-,"$8,333 ",-,-,-,-,-,-,"$8,333 ",0
arz,dead cap,Jake Benzinger,T,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
arz,dead cap,JoJo Ward,WR,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
arz,dead cap,Ryan Becker,TE,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
arz,dead cap,Reggie Floyd,S,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
arz,dead cap,Jonathan Ward,RB,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
arz,dead cap,Cam Murray,DT,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
arz,dead cap,Jackson Dennis,T,-,"$4,000 ",-,-,-,-,-,-,"$4,000 ",0
arz,dead cap,Steven Gonzalez,G,-,"$4,000 ",-,-,-,-,-,-,"$4,000 ",0
arz,dead cap,T.J. Carter,DT,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
arz,dead cap,Reggie Walker,LB,-,"$3,250 ",-,-,-,-,-,-,"$3,250 ",0
arz,dead cap,Jermiah Braswell,WR,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
arz,dead cap,Adam Shuler,DE,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
arz,dead cap,Parker Houston,TE,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
arz,dead cap,Shane Leatherbury,WR,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
arz,dead cap,Rashad Medaris,WR,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
arz,dead cap,Jarren Williams,CB,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
arz,dead cap,Devin Phelps,WR,-,$667 ,-,-,-,-,-,-,$667 ,0
arz,dead cap,Bejour Wilson,CB,-,$667 ,-,-,-,-,-,-,$667 ,0
atl,active,Matt Ryan,QB,"$2,000,000 ","$9,300,000 ",-,"$2,000,000 ",-,"$13,612,500 ",-,"($67,437,500)","$26,912,500 ",14.55
atl,active,Grady Jarrett,DT,"$13,500,000 ","$4,500,000 ",-,"$1,000,000 ",-,"$1,833,000 ",-,"($28,166,000)","$20,833,000 ",11.26
atl,active,Jake Matthews,LT,"$1,075,000 ","$2,789,200 ",-,"$1,800,000 ",-,"$6,600,000 ",-,"($31,853,400)","$12,264,200 ",6.63
atl,active,Dante Fowler Jr.,OLB,"$6,000,000 ","$4,666,666 ",-,-,-,-,-,"($15,333,334)","$11,490,195 ",6.21
atl,active,Deion Jones,ILB,"$990,000 ","$2,200,000 ",-,"$1,750,000 ",-,"$1,390,784 ",-,"($17,012,353)","$6,330,784 ",3.42
atl,active,Kyle Pitts,TE,"$660,000 ","$5,323,726 ",-,-,-,-,-,"($32,910,494)","$5,983,726 ",3.23
atl,active,Chris Lindstrom,G,"$1,832,160 ","$2,179,319 ",-,-,-,-,-,"($8,664,539)","$4,011,479 ",2.17
atl,active,A.J. Terrell,CB,"$1,260,261 ","$1,991,045 ",-,-,-,-,-,"($11,704,703)","$3,251,306 ",1.76
atl,active,Cordarrelle Patterson,RB,"$1,300,000 ","$1,700,000 ",-,-,-,-,-,"($3,000,000)","$3,000,000 ",1.62
atl,active,Kaleb McGary,RT,"$1,428,250 ","$1,371,498 ",-,-,-,-,-,"($4,995,816)","$2,799,748 ",1.51
atl,active,Tyeler Davison,DT,"$1,200,000 ","$1,213,333 ","$250,000 ",-,-,-,-,"($3,626,668)","$2,663,333 ",1.44
atl,active,Mike Davis,RB,"$1,500,000 ","$750,000 ",-,-,-,-,-,"($3,000,000)","$2,250,000 ",1.22
atl,active,Russell Gage,WR,"$2,183,000 ","$39,050 ",-,-,-,-,-,"($39,050)","$2,222,050 ",1.2
atl,active,Foyesade Oluokun,ILB,"$2,183,000 ","$36,658 ",-,-,-,-,-,"($36,658)","$2,219,658 ",1.2
atl,active,Hayden Hurst,TE,"$1,984,913 ",-,-,-,-,-,-,-,"$1,984,913 ",1.07
atl,active,Lee Smith,TE,"$1,075,000 ","$725,000 ",-,-,-,-,-,"($1,800,000)","$1,800,000 ",0.97
atl,active,Marlon Davidson,DT,"$924,199 ","$646,795 ",-,-,-,-,-,"($2,864,584)","$1,570,994 ",0.85
atl,active,Richie Grant,S,"$660,000 ","$843,339 ",-,-,-,-,-,"($4,409,191)","$1,503,339 ",0.81
atl,active,Keith Smith,FB,"$1,075,000 ","$366,666 ",-,-,-,-,-,"($1,808,334)","$1,441,666 ",0.78
atl,active,Matt Hennessy,C,"$825,662 ","$252,648 ",-,-,-,-,-,"($757,944)","$1,078,310 ",0.58
atl,active,Kendall Sheffield,CB,"$850,000 ","$189,922 ",-,-,-,-,-,"($379,844)","$1,039,922 ",0.56
atl,active,Duron Harmon,SS,"$1,075,000 ","$137,500 ",-,-,-,-,-,"($1,212,500)","$987,500 ",0.53
atl,active,Josh Andrews,C,"$990,000 ","$137,500 ",-,-,-,-,-,"($627,500)","$987,500 ",0.53
atl,active,Steven Means,OLB,"$990,000 ","$137,500 ",-,-,-,-,-,"($1,127,500)","$987,500 ",0.53
atl,active,Fabian Moreau,CB,"$990,000 ","$137,500 ",-,-,-,-,-,"($1,127,500)","$987,500 ",0.53
atl,active,John Cominsky,DE,"$850,000 ","$122,098 ",-,-,-,-,-,"($244,196)","$972,098 ",0.53
atl,active,Mykal Walker,ILB,"$780,000 ","$186,520 ",-,-,-,-,-,"($559,560)","$966,520 ",0.52
atl,active,Jalen Mayfield,RT,"$660,000 ","$286,911 ",-,-,-,-,-,"($1,147,644)","$946,911 ",0.51
atl,active,Jaylinn Hawkins,FS,"$780,000 ","$166,729 ",-,-,-,-,-,"($500,187)","$946,729 ",0.51
atl,active,Younghoe Koo,K,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.5
atl,active,Darren Hall,CB,"$660,000 ","$201,187 ",-,-,-,-,-,"($804,748)","$861,187 ",0.47
atl,active,Drew Dalman,C,"$660,000 ","$194,180 ",-,-,-,-,-,"($776,720)","$854,180 ",0.46
atl,active,Olamide Zaccheaus,WR,"$850,000 ","$1,668 ",-,-,-,-,-,"($1,668)","$851,668 ",0.46
atl,active,Josh Harris,LS,"$1,075,000 ",-,-,-,-,-,-,"($1,075,000)","$850,000 ",0.46
atl,active,Jonathan Bullard,DE,"$990,000 ",-,-,-,-,-,-,"($990,000)","$850,000 ",0.46
atl,active,Tajae Sharpe,WR,"$990,000 ",-,-,-,-,-,-,"($990,000)","$850,000 ",0.46
atl,active,Jason Spriggs,LT,"$990,000 ",-,-,-,-,-,-,"($990,000)","$850,000 ",0.46
atl,active,Christian Blake,WR,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
atl,active,Colby Gossett,G,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
atl,active,Josh Rosen,QB,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
atl,active,Brandon Copeland,OLB,"$802,778 ",-,-,-,-,-,-,-,"$802,778 ",0.43
atl,active,Ta'Quon Graham,DT,"$660,000 ","$87,653 ",-,-,-,-,-,"($350,612)","$747,653 ",0.4
atl,active,Adetokunbo Ogundeji,OLB,"$660,000 ","$60,038 ",-,-,-,-,-,"($240,152)","$720,038 ",0.39
atl,active,Avery Williams,CB,"$660,000 ","$60,038 ",-,-,-,-,-,"($240,152)","$720,038 ",0.39
atl,active,Frank Darby,WR,"$660,000 ","$51,125 ",-,-,-,-,-,"($204,500)","$711,125 ",0.38
atl,active,Felipe Franks,QB,"$660,000 ","$5,000 ",-,-,-,-,-,"($100,000)","$665,000 ",0.36
atl,active,Mike Pennel,DT,"$836,111 ",-,-,-,-,-,-,-,"$661,111 ",0.36
atl,active,Daren Bates,ILB,"$472,220 ",-,-,-,-,-,-,-,"$472,220 ",0.26
atl,active,Anthony Rush,DT,"$472,220 ",-,-,-,-,-,-,-,"$472,220 ",0.26
atl,active,James Vaughters,DE,"$472,220 ",-,-,-,-,-,-,-,"$472,220 ",0.26
atl,active,Thomas Morstead,P,"$418,056 ",-,-,-,-,-,-,-,"$330,554 ",0.18
atl,active,Qadree Ollison,RB,"$236,110 ",-,-,-,-,-,-,-,"$236,110 ",0.13
atl,active,Shawn Williams,SS,"$179,166 ",-,-,-,-,-,-,-,"$141,666 ",0.08
atl,active,Parker Hesse,TE,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
atl,active,Austin Trammell,WR,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
atl,active,Active Roster:,,"$68,568,658 ","$43,058,012 ","$250,000 ","$6,550,000 ",-,"$23,436,284 ",-,-,"$141,096,481 ",76.27
atl,,,,,,,,,,,,,
atl,,,,,,,,,,,,,
atl,injured,2021 Injured Reserve Cap,,,,,,,,,,,
atl,,Cap breakdowns for players currently on injured reserve.  denotes a player designated to return. All count against the team's salary cap.,,,,,,,,,,,
atl,,PLAYER (6),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
atl,injured,Isaiah Oliver,CB,"$2,183,000 ","$363,026 ",-,-,-,-,-,"($363,026)","$2,546,026 ",1.38
atl,injured,(Knee),,,,,,,,,,,
atl,injured,Erik Harris,S,"$1,000,000 ","$350,000 ",-,-,-,-,-,"($1,350,000)","$1,350,000 ",0.73
atl,injured,(Chest),,,,,,,,,,,
atl,injured,A.J. McCarron,QB,"$1,075,000 ","$137,500 ",-,-,-,-,-,"($1,212,500)","$987,500 ",0.53
atl,injured,(Knee-acl),,,,,,,,,,,
atl,injured,Jaeden Graham,TE,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
atl,injured,(Knee),,,,,,,,,,,
atl,injured,Emmanuel Ellerbee,LB,"$346,664 ",-,-,-,-,-,-,-,"$346,664 ",0.19
atl,injured,(Undisclosed),,,,,,,,,,,
atl,injured,Caleb Huntley,RB,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
atl,injured,(Undisclosed),,,,,,,,,,,
atl,injured,Injured Reserve:,,"$5,620,264 ","$850,526 ",-,-,-,-,-,-,"$6,245,790 ",3.38
atl,,,,,,,,,,,,,
atl,,,,,,,,,,,,,
atl,,2021 Reserve/PUP Cap,,,,,,,,,,,
atl,,"Cap breakdowns for players currently on a physically unable to perform, or non-football injury list. All count against the team's salary cap.",,,,,,,,,,,
atl,,PLAYER (1),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
atl,injured,Matt Gono,T,"$3,384,000 ",-,-,-,-,-,-,-,"$3,384,000 ",1.83
atl,,Reserve/PUP:,,"$3,384,000 ",-,-,-,-,-,-,-,"$3,384,000 ",1.83
atl,,,,,,,,,,,,,
atl,,,,,,,,,,,,,
atl,injured,2021 Non-Football Injury Cap,,,,,,,,,,,
atl,,"Cap breakdowns for players currently on a physically unable to perform, or non-football injury list. All count against the team's salary cap.",,,,,,,,,,,
atl,,PLAYER (1),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
atl,injured,Calvin Ridley,WR,"$1,966,461 ","$1,501,949 ",-,-,-,-,-,"($1,501,949)","$3,468,410 ",1.87
atl,,(Illness),,,,,,,,,,,
atl,injured,NFI:,,"$1,966,461 ","$1,501,949 ",-,-,-,-,-,-,"$3,468,410 ",1.87
atl,,,,,,,,,,,,,
atl,,,,,,,,,,,,,
atl,practice,2021 Practice Squad,,,,,,,,,,,
atl,,Cap breakdowns for players currently on a team's practice squad. All count against the team's salary cap.,,,,,,,,,,,
atl,,PLAYER (15),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
atl,practice,Willie Beavers,T,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
atl,practice,Quinton Bell,OLB,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
atl,practice,John Raine,TE,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
atl,practice,Nick Thurman,DE,"$101,200 ",-,-,-,-,-,-,-,"$101,200 ",0.05
atl,practice,Ryan Neuzil,C,"$92,000 ",-,-,-,-,-,-,-,"$92,000 ",0.05
atl,practice,Cornell Armstrong,CB,"$70,000 ",-,-,-,-,-,-,-,"$70,000 ",0.04
atl,practice,Dom Maggio,P,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
atl,practice,Rashad Smith,LB,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
atl,practice,Dorian Etheridge,ILB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
atl,practice,Chad Hansen,WR,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
atl,practice,Jordan Brailford,OLB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
atl,practice,Matt Barkley,QB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
atl,practice,Lafayette Pitts,CB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
atl,practice,Luther Kirk,S,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
atl,practice,Nick Thurman,DE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
atl,practice,Practice Squad:,,"$981,200 ",-,-,-,-,-,-,-,"$981,200 ",0.53
atl,,,,,,,,,,,,,
atl,,,,,,,,,,,,,
atl,dead cap,2021 Dead Cap,,,,,,,,,,,
atl,,Cap breakdowns for players who have been traded or released. All count against the team's salary cap.,,,,,,,,,,,
atl,,PLAYER (64),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
atl,dead cap,Julio Jones,WR,-,"$5,000,000 ",-,"$2,750,000 ",-,-,-,-,"$7,750,000 ",4.19
atl,dead cap,Desmond Trufant,CB,-,"$3,000,000 ",-,"$2,800,000 ",-,-,-,-,"$5,800,000 ",3.14
atl,dead cap,James Carpenter,G,-,"$1,750,000 ",-,-,-,"$666,667 ",-,-,"$2,416,667 ",1.31
atl,dead cap,Ricardo Allen,FS,-,"$1,375,000 ",-,-,-,"$750,000 ",-,-,"$2,125,000 ",1.15
atl,dead cap,Jamon Brown,G,-,"$1,833,333 ",-,-,-,-,-,-,"$1,833,333 ",0.99
atl,dead cap,Allen Bailey,DE,-,"$1,625,000 ",-,-,-,-,-,-,"$1,625,000 ",0.88
atl,dead cap,Brandon Copeland,OLB,"$990,000 ","$50,000 ",-,-,-,-,-,-,"$1,040,000 ",0.56
atl,dead cap,T.J. Green,S,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.5
atl,dead cap,Wayne Gallman,RB,"$770,000 ",-,-,-,-,-,-,-,"$770,000 ",0.42
atl,dead cap,Deadrin Senat,DT,"$459,999 ","$204,490 ",-,-,-,-,-,-,"$664,489 ",0.36
atl,dead cap,Dustin Colquitt,P,"$505,776 ",-,-,-,-,-,-,-,"$505,776 ",0.27
atl,dead cap,Jacob Tuioti-Mariner,OLB,"$424,998 ",-,-,-,-,-,-,-,"$424,998 ",0.23
atl,dead cap,Dorian Etheridge,ILB,"$415,860 ","$1,666 ",-,-,-,-,-,-,"$417,526 ",0.23
atl,dead cap,Parker Hesse,TE,"$401,065 ",-,-,-,-,-,-,-,"$401,065 ",0.22
atl,dead cap,Shawn Williams,SS,"$313,566 ",-,-,-,-,-,-,-,"$313,566 ",0.17
atl,dead cap,Qadree Ollison,RB,"$234,166 ","$77,891 ",-,-,-,-,-,-,"$312,057 ",0.17
atl,dead cap,Cameron Nizialek,P,"$298,608 ",-,-,-,-,-,-,-,"$298,607 ",0.16
atl,dead cap,Chris Williamson,CB,"$256,931 ",-,-,-,-,-,-,-,"$256,931 ",0.14
atl,dead cap,Marvin Hall,WR,"$208,000 ",-,-,-,-,-,-,-,"$208,000 ",0.11
atl,dead cap,Ryan Becker,TE,"$207,504 ",-,-,-,-,-,-,-,"$207,504 ",0.11
atl,dead cap,Austin Trammell,WR,"$188,866 ","$1,666 ",-,-,-,-,-,-,"$190,532 ",0.1
atl,dead cap,James Vaughters,DE,"$187,666 ",-,-,-,-,-,-,-,"$187,666 ",0.1
atl,dead cap,Ito Smith,RB,-,"$155,221 ",-,-,-,-,-,-,"$155,221 ",0.08
atl,dead cap,Lafayette Pitts,CB,"$149,111 ",-,-,-,-,-,-,-,"$149,111 ",0.08
atl,dead cap,Luther Kirk,S,"$126,133 ",-,-,-,-,-,-,-,"$126,133 ",0.07
atl,dead cap,Jordan Miller,CB,-,"$117,442 ",-,-,-,-,-,-,"$117,442 ",0.06
atl,dead cap,Daren Bates,ILB,"$110,000 ",-,-,-,-,-,-,-,"$110,000 ",0.06
atl,dead cap,Emmanuel Ellerbee,LB,"$92,000 ",-,-,-,-,-,-,-,"$92,000 ",0.05
atl,dead cap,Ryan Neuzil,C,"$69,400 ","$1,666 ",-,-,-,-,-,-,"$71,066 ",0.04
atl,dead cap,Keelan Doss,WR,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
atl,dead cap,Elliott Fry,K,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
atl,dead cap,Matt Barkley,QB,"$59,722 ",-,-,-,-,-,-,-,"$59,722 ",0.03
atl,dead cap,Dwayne Johnson Jr.,S,"$55,200 ","$2,000 ",-,-,-,-,-,-,"$57,200 ",0.03
atl,dead cap,Anthony Rush,DT,"$55,200 ",-,-,-,-,-,-,-,"$55,200 ",0.03
atl,dead cap,Chris Slayton,DT,"$55,200 ",-,-,-,-,-,-,-,"$55,200 ",0.03
atl,dead cap,George Obinna,DE,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.02
atl,dead cap,Nick Thurman,DE,"$43,333 ",-,-,-,-,-,-,-,"$43,333 ",0.02
atl,dead cap,Mike Pennel,DT,"$42,000 ",-,-,-,-,-,-,-,"$42,000 ",0.02
atl,dead cap,Caleb Huntley,RB,"$35,000 ","$1,666 ",-,-,-,-,-,-,"$36,666 ",0.02
atl,dead cap,Javian Hawkins,RB,"$30,000 ","$1,666 ",-,-,-,-,-,-,"$31,666 ",0.02
atl,dead cap,Juwan Green,WR,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
atl,dead cap,Rick Leonard,T,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
atl,dead cap,Sterling Hofrichter,P,-,"$24,435 ",-,-,-,-,-,-,"$24,435 ",0.01
atl,dead cap,Kobe Jones,DE,"$20,000 ","$3,333 ",-,-,-,-,-,-,"$23,333 ",0.01
atl,dead cap,Antonio Nunn,WR,"$20,000 ","$3,333 ",-,-,-,-,-,-,"$23,333 ",0.01
atl,dead cap,Erroll Thompson,LB,"$15,000 ","$2,666 ",-,-,-,-,-,-,"$17,666 ",0.01
atl,dead cap,Danny Isidora,G,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
atl,dead cap,Bryan Witzmann,G,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
atl,dead cap,Chris Rowland,WR,-,"$13,334 ",-,-,-,-,-,-,"$13,334 ",0.01
atl,dead cap,JR Pace,S,"$10,000 ","$2,166 ",-,-,-,-,-,-,"$12,166 ",0.01
atl,dead cap,Kion Smith,T,"$7,500 ","$3,333 ",-,-,-,-,-,-,"$10,833 ",0.01
atl,dead cap,Joe Sculthorpe,G,"$9,200 ","$1,000 ",-,-,-,-,-,-,"$10,200 ",0.01
atl,dead cap,Sam Jones,C,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
atl,dead cap,Will Sunderland,CB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
atl,dead cap,David Wells,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
atl,dead cap,Bryce Hargrove,G,"$5,000 ","$1,666 ",-,-,-,-,-,-,"$6,666 ",0
atl,dead cap,Marcus Murphy,S,"$5,000 ","$1,666 ",-,-,-,-,-,-,"$6,666 ",0
atl,dead cap,John Raine,TE,"$5,000 ",$500 ,-,-,-,-,-,-,"$5,500 ",0
atl,dead cap,Tyler Hall,CB,-,"$4,667 ",-,-,-,-,-,-,"$4,667 ",0
atl,dead cap,Ray Wilborn,S,-,"$2,667 ",-,-,-,-,-,-,"$2,667 ",0
atl,dead cap,Jack Batho IV,T,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
atl,dead cap,Mikey Daniel,FB,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
